Time,Open,High,Low,Close,Volume
2026-05-22 07:33:35.104,7490.7500,7492.5000,7489.7500,7491.5000,2581
2026-05-22 07:34:42.116,7491.5000,7493.7500,7490.2500,7493.7500,2441
2026-05-22 07:35:41.804,7493.5000,7495.2500,7493.0000,7494.0000,2461
2026-05-22 07:36:44.304,7493.7500,7497.0000,7493.0000,7496.5000,2418
2026-05-22 07:37:41.968,7496.5000,7497.5000,7495.2500,7497.0000,2569
2026-05-22 07:38:44.812,7497.0000,7497.5000,7494.0000,7495.5000,2429
2026-05-22 07:39:47.092,7495.5000,7496.7500,7494.0000,7494.5000,2408
2026-05-22 07:40:56.088,7494.5000,7497.5000,7493.7500,7497.0000,2374
2026-05-22 07:42:07.652,7497.0000,7498.2500,7495.2500,7497.7500,2370
2026-05-22 07:43:14.732,7497.7500,7499.7500,7496.2500,7498.5000,2510
2026-05-22 07:44:30.292,7498.5000,7499.0000,7495.5000,7498.0000,2444
2026-05-22 07:45:28.276,7498.0000,7499.0000,7495.7500,7495.7500,2406
2026-05-22 07:46:35.004,7495.7500,7497.0000,7494.2500,7495.0000,2449
2026-05-22 07:47:30.504,7495.0000,7496.0000,7492.0000,7492.7500,2306
2026-05-22 07:48:34.528,7492.7500,7497.2500,7492.7500,7496.2500,2358
2026-05-22 07:49:47.956,7496.2500,7498.7500,7496.0000,7496.2500,2399
2026-05-22 07:51:01.140,7496.5000,7496.5000,7493.2500,7493.5000,2373
2026-05-22 07:52:05.376,7493.5000,7496.0000,7493.2500,7495.2500,2338
2026-05-22 07:53:50.232,7495.2500,7496.2500,7493.7500,7494.2500,2298
2026-05-22 07:55:15.364,7494.5000,7497.2500,7493.7500,7496.0000,2349
2026-05-22 07:56:20.892,7496.2500,7499.7500,7495.5000,7499.7500,2398
2026-05-22 07:57:27.072,7499.7500,7500.7500,7498.7500,7499.2500,2453
2026-05-22 07:58:53.252,7499.2500,7501.7500,7499.0000,7501.2500,2291
2026-05-22 07:59:47.620,7501.2500,7501.5000,7499.0000,7499.0000,2359
2026-05-22 08:01:00.776,7499.0000,7500.5000,7498.7500,7500.2500,2403
2026-05-22 08:02:10.236,7500.2500,7502.5000,7500.0000,7500.5000,2352
2026-05-22 08:03:48.396,7500.5000,7501.7500,7499.7500,7501.2500,2430
2026-05-22 08:05:04.444,7501.2500,7503.2500,7500.7500,7503.0000,2505
2026-05-22 08:06:03.184,7503.0000,7505.7500,7502.5000,7505.5000,2581
2026-05-22 08:07:05.976,7505.5000,7506.0000,7503.0000,7503.2500,2438
2026-05-22 08:08:37.864,7503.2500,7503.7500,7501.5000,7502.5000,2493
2026-05-22 08:10:12.024,7502.5000,7505.5000,7501.2500,7505.2500,2438
2026-05-22 08:11:33.476,7505.2500,7505.7500,7503.0000,7503.0000,2507
2026-05-22 08:13:13.116,7503.0000,7504.5000,7501.5000,7504.5000,2407
2026-05-22 08:15:02.224,7504.5000,7505.2500,7503.0000,7505.0000,2474
2026-05-22 08:16:27.844,7505.0000,7506.5000,7503.2500,7505.7500,2370
2026-05-22 08:18:17.488,7505.7500,7507.7500,7505.2500,7507.0000,2455
2026-05-22 08:19:38.360,7507.0000,7508.7500,7506.2500,7508.7500,2465
2026-05-22 08:20:36.152,7508.7500,7509.2500,7507.5000,7508.0000,2509
2026-05-22 08:22:04.404,7508.0000,7509.2500,7507.2500,7508.0000,2400
2026-05-22 08:23:28.336,7508.0000,7509.0000,7505.5000,7505.5000,2515
2026-05-22 08:25:02.336,7505.5000,7507.7500,7505.2500,7506.5000,2365
2026-05-22 08:26:02.264,7506.5000,7508.7500,7505.2500,7508.7500,2426
2026-05-22 08:27:03.888,7508.7500,7510.5000,7508.7500,7510.0000,2620
2026-05-22 08:28:25.080,7510.0000,7512.2500,7509.7500,7512.2500,2478
2026-05-22 08:29:35.104,7512.2500,7513.0000,7511.2500,7513.0000,2598
2026-05-22 08:30:16.248,7513.0000,7513.7500,7511.7500,7513.2500,2559
2026-05-22 08:30:46.392,7513.2500,7513.7500,7511.0000,7513.2500,2434
2026-05-22 08:31:26.496,7513.0000,7515.2500,7513.0000,7514.2500,2542
2026-05-22 08:32:26.012,7514.2500,7514.7500,7511.2500,7511.7500,2593
2026-05-22 08:33:36.092,7511.7500,7512.5000,7510.5000,7510.7500,2394
2026-05-22 08:34:56.456,7510.7500,7512.0000,7509.7500,7511.2500,2456
2026-05-22 08:36:02.384,7511.2500,7512.7500,7509.2500,7512.5000,2455
2026-05-22 08:37:27.508,7512.5000,7513.5000,7511.0000,7512.0000,2449
2026-05-22 08:39:27.040,7512.0000,7512.5000,7510.2500,7510.5000,2560
2026-05-22 08:41:23.532,7510.5000,7512.5000,7510.2500,7511.0000,2485
2026-05-22 08:43:10.924,7511.0000,7511.0000,7509.0000,7511.0000,2471
2026-05-22 08:45:14.988,7511.0000,7512.2500,7510.5000,7511.5000,2615
2026-05-22 08:47:26.948,7511.5000,7513.0000,7510.5000,7510.5000,2481
2026-05-22 08:49:12.964,7510.5000,7511.0000,7509.2500,7509.2500,2400
2026-05-22 08:50:18.968,7509.2500,7509.7500,7507.7500,7508.7500,2651
2026-05-22 08:51:39.528,7508.7500,7512.0000,7508.7500,7510.7500,2469
2026-05-22 08:53:52.028,7510.7500,7512.0000,7509.7500,7511.0000,2488
2026-05-22 08:55:33.048,7511.0000,7512.0000,7510.2500,7510.7500,2707
2026-05-22 08:57:24.892,7510.7500,7511.5000,7509.0000,7509.7500,2554
2026-05-22 08:59:10.704,7509.7500,7511.7500,7509.0000,7511.0000,2721
2026-05-22 09:00:43.272,7511.0000,7511.2500,7508.2500,7508.2500,2728
2026-05-22 09:01:05.740,7508.0000,7508.7500,7506.7500,7508.2500,2393
2026-05-22 09:02:11.208,7508.5000,7512.0000,7507.7500,7511.7500,2418
2026-05-22 09:04:05.808,7511.7500,7512.2500,7510.5000,7511.2500,2322
2026-05-22 09:06:06.164,7511.2500,7511.7500,7508.7500,7509.2500,2444
2026-05-22 09:08:34.192,7509.2500,7510.2500,7508.0000,7509.7500,2477
2026-05-22 09:10:13.032,7509.7500,7510.2500,7507.0000,7507.7500,2539
2026-05-22 09:11:41.280,7507.7500,7509.2500,7506.0000,7507.5000,2492
